category,product,price,rating,rating_score,answered_questions,favorite,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,image_name
laptop,"Huawei Matebook D15 Intel Core I7 1195g7 16gb 512gb Ssd Windows 11 Home 15.6"" Fhd BoDE-WFE9AL",22.399 TL,62,4.8,270,6414 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ofis - İş,laptop_image_0.png
phone,Samsung Galaxy A24 128 GB Gümüş Cep Telefonu (Samsung Türkiye Garantili),8.669 TL,51,4.6,59,4140 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 15 - 20 MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 6 GB,Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy A24,Ön Kamera Çözünürlüğü | 13 MP,phone_image_147.png
phone,Samsung Galaxy A34 5G 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),10.664 TL,289,4.6,252,9869 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 48MP + 8MP + 5MP + 2MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,6 inç",Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 5G,Cep Telefonu Modeli | Galaxy A34,phone_image_148.png
phone,Xiaomi Redmi Note 12 Pro 256 GB 8 GB RAM Beyaz Cep Telefonu (Xiaomi Türkiye Garantili),12.634 TL,409,4.5,406,19539 Favori,Garanti Tipi | Xiaomi Türkiye Garantili,Kamera Çözünürlüğü | 108 MP + 8 MP + 2 MP,Dahili Hafıza | 256 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,67 inç",Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Redmi Note 12 Pro,phone_image_149.png
phone,Xiaomi Redmi 10 2022 128 GB 4 GB RAM Karbon Grisi Cep Telefonu (Xiaomi Türkiye Garantili),"5.998,99 TL",1619,4.6,1065,34571 Favori,Garanti Tipi | Resmi Distribütör Garantili,Dahili Hafıza | 128 GB,RAM Kapasitesi | 4 GB,Mobil Bağlantı Hızı | 4G,Cep Telefonu Modeli | Redmi 10,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,phone_image_150.png
phone,Apple iPhone 15 128 GB Yeşil,49.999 TL,30,4.8,16,4508 Favori,Garanti Tipi | Apple Türkiye Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,"Ekran Boyutu | 6,1 inç",Mobil Bağlantı Hızı | 5G,RAM Kapasitesi | 6 GB,Pil Gücü (mAh) | 3000 - 4000,Cep Telefonu Modeli | iPhone 15,phone_image_151.png
phone,Samsung Galaxy A23 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),7.622 TL,969,4.7,759,22405 Favori,Garanti Tipi | Samsung TR Garantili,Dahili Hafıza | 128 GB,RAM Kapasitesi | 4 GB,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy A23,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,phone_image_152.png
phone,Samsung Galaxy A04s 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),6.199 TL,346,4.6,203,8850 Favori,Garanti Tipi | Resmi Distribütör Garantili,Dahili Hafıza | 128 GB,RAM Kapasitesi | 4 GB,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy A04s,Ön Kamera Çözünürlüğü | 5 MP,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",phone_image_153.png
phone,Reeder S19 Max 128 GB 4 GB RAM Kırmızı Cep Telefonu (Reeder Türkiye Garantili),"3.065,62 TL",59,4.4,50,1029 Favori,Garanti Tipi | Reeder Türkiye Garantili,Dahili Hafıza | 128 GB,RAM Kapasitesi | 4 GB,Mobil Bağlantı Hızı | 4G,Cep Telefonu Modeli | Reeder S19 Max,Ön Kamera Çözünürlüğü | 5 MP,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",phone_image_154.png
phone,Apple iPhone 11 128 GB Siyah Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),24.999 TL,7162,4.7,5620,164361 Favori,Garanti Tipi | Apple Türkiye Garantili,Kamera Çözünürlüğü | 12 MP + 12 MP,Dahili Hafıza | 128 GB,"Ekran Boyutu | 6,1 inç",Pil Gücü (mAh) | 3110,Mobil Bağlantı Hızı | 4.5G,RAM Kapasitesi | 4 GB,Cep Telefonu Modeli | iPhone 11,phone_image_155.png
phone,Oppo A16 64 GB Mavi Cep Telefonu (Oppo Türkiye Garantili) 1603,5.140 TL,1280,4.8,935,27930 Favori,Garanti Tipi | Oppo Türkiye Garantili,Dahili Hafıza | 64 GB,RAM Kapasitesi | 4 GB,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Oppo A16,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,phone_image_156.png
phone,Apple iPhone 15 256 GB Siyah,53.999 TL,13,4.8,18,3870 Favori,Garanti Tipi | Apple Türkiye Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 256 GB,"Ekran Boyutu | 6,1 inç",Mobil Bağlantı Hızı | 5G,RAM Kapasitesi | 6 GB,Pil Gücü (mAh) | 3000 - 4000,Cep Telefonu Modeli | iPhone 15,phone_image_157.png
phone,vivo Y35 256 GB 8 GB RAM Sarı Cep Telefonu (vivo Türkiye Garantili) y35,8.349 TL,127,4.8,171,4171 Favori,Dahili Hafıza | 256 GB,RAM Kapasitesi | 8 GB,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Vivo Y35,Garanti Tipi | KVK Garantili,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,phone_image_158.png
phone,Xiaomi Redmi 10 2022 4 GB 64 GB Cep Telefonu - Deniz Mavisi (Xiaomi Türkiye Garantili),"5.348,99 TL",376,4.6,165,5674 Favori,Garanti Tipi | Resmi Distribütör Garantili,Dahili Hafıza | 64 GB,RAM Kapasitesi | 4 GB,Mobil Bağlantı Hızı | 4G,Cep Telefonu Modeli | Redmi 10,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,phone_image_159.png
phone,Samsung Galaxy A34 256 GB 8 GB RAM Gümüş Cep Telefonu (Samsung Türkiye Garantili),11.707 TL,32,4.6,59,2210 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 48MP + 8MP + 5MP + 2MP,Dahili Hafıza | 256 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,6 inç",Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 4G,Cep Telefonu Modeli | Galaxy A34,phone_image_160.png
phone,Xiaomi Redmi Note 11 Pro 128 GB 8 GB RAM Gri Cep Telefonu (Xiaomi Türkiye Garantili) Redmi Note 11 Pro 8GB+128GB,11.199 TL,4378,4.6,4414,63562 Favori,Garanti Tipi | Xiaomi Türkiye Garantili,Kamera Çözünürlüğü | 10 - 15 MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,67 inç",Pil Gücü (mAh) | 5000 ve üstü,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Redmi Note 11 Pro,phone_image_161.png
phone,Samsung Galaxy S20 FE 128 GB Snapdragon Yeşil Cep Telefonu (Samsung Türkiye Garantili),12.991 TL,263,4.6,269,5812 Favori,Garanti Tipi | Resmi Distribütör Garantili,Kamera Çözünürlüğü | 12 MP + 12 MP + 8 MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 6 GB,"Ekran Boyutu | 6,5 inç",Pil Gücü (mAh) | 4500,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy S20,phone_image_162.png
phone,Samsung Galaxy A54 5G 128 GB Beyaz Cep Telefonu (Samsung Türkiye Garantili),14.799 TL,183,4.6,144,9618 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 50 MP + 12 MP + 5 MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,4 inç",Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 5G,Cep Telefonu Modeli | Galaxy A54,phone_image_163.png
phone,Xiaomi Redmi 12 128 GB 8 GB RAM Siyah Cep Telefonu (Xiaomi Türkiye Garantili),7.949 TL,,,,724 Favori,Garanti Tipi | Xiaomi Türkiye Garantili,Kamera Çözünürlüğü | 50 MP + 8 MP + 2 MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 8 GB,Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 4.5G,Ön Kamera Çözünürlüğü | 8 MP,Ekran Boyutu | 6 - 8 inç,phone_image_164.png
phone,Xiaomi Redmi 12C 128 GB 4 GB RAM Mavi Cep Telefonu (Xiaomi Türkiye Garantili) Redmi 12C 4/128 GB,5.499 TL,360,4.7,185,9638 Favori,Garanti Tipi | Xiaomi Türkiye Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,RAM Kapasitesi | 4 GB,Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Redmi 12C,Ekran Boyutu | 6 - 8 inç,phone_image_165.png
phone,Samsung Galaxy S23 Ultra 512 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),53.499 TL,64,4.8,149,5349 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 10 - 15 MP,Dahili Hafıza | 512 GB,RAM Kapasitesi | 8 GB,Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 5G,Cep Telefonu Modeli | Galaxy S23 Ultra,Ön Kamera Çözünürlüğü | 12 MP,phone_image_166.png
phone,Reeder P13 Blue Max L 2022 4GB+64 GB Yeşil Cep Telefonu (Reeder Türkiye Garantili),2.525 TL,150,4.0,192,4056 Favori,Garanti Tipi | Resmi Distribütör Garantili,Dahili Hafıza | 64 GB,RAM Kapasitesi | 4 GB,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | P13 Blue Max Lite,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,phone_image_167.png
phone,Samsung Galaxy A32 128 GB Lavanta Cep Telefonu (Samsung Türkiye Garantili),"9.588,40 TL",3036,4.7,2476,80222 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,RAM Kapasitesi | 6 GB,Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 4.5G,Ön Kamera Çözünürlüğü | 20 - 40 MP,Ekran Boyutu | 6 inç ve üstü,phone_image_168.png
phone,realme C55 6gb 128gb Siyah C55(6/128)Siyah,6.550 TL,108,4.6,124,3026 Favori,Garanti Tipi | Realme Türkiye Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,RAM Kapasitesi | 6 GB,"Ekran Boyutu | 6,7 inç",Pil Gücü (mAh) | 5000 ve üstü,Mobil Bağlantı Hızı | 4G,Cep Telefonu Modeli | Realme C55,phone_image_169.png
phone,realme C55 128 GB 6 GB RAM Gün Işığı Cep Telefonu C55(6/128)Altın,6.420 TL,50,4.7,75,1526 Favori,Garanti Tipi | Realme Türkiye Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,RAM Kapasitesi | 6 GB,"Ekran Boyutu | 6,7 inç",Pil Gücü (mAh) | 5000 ve üstü,Mobil Bağlantı Hızı | 4G,Ön Kamera Sayısı | 1,phone_image_170.png
phone,Samsung Galaxy A14 128 GB Gümüş Cep Telefonu (Samsung Türkiye Garantili),7.154 TL,86,4.7,77,5236 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,RAM Kapasitesi | 4 GB,Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy A14,Ön Kamera Çözünürlüğü | 13 MP,phone_image_171.png
phone,INFINIX Note 30 8 Gb Ram 8 Gb Sanal Ram 256 Gb Siyah Cep Telefonu PRA-9089359-165001,8.741 TL,38,4.9,106,1981 Favori,Garanti Tipi | Resmi Distribütör Garantili,Kamera Çözünürlüğü | 64 MP + 12 MP + 5 MP + 5 MP,Dahili Hafıza | 256 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,7 inç",Pil Gücü (mAh) | 5000 ve üstü,Mobil Bağlantı Hızı | 4.5G,Ön Kamera Çözünürlüğü | 14 - 20 MP,phone_image_172.png
phone,"Hikıng A40 6 Gb Ram 128 Gb Hafıza 6,52"" Mor ( Türkiye) 8681310004180",4.747 TL,2,4.5,17,362 Favori,Garanti Tipi | Resmi Distribütör Garantili,Dahili Hafıza | 128 GB,RAM Kapasitesi | 6 GB,Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 4G,Kamera Çözünürlüğü | 5 MP ve altı,Ekran Boyutu | 6 - 8 inç,Ön Kamera Sayısı | 1,phone_image_173.png
phone,realme 11 Pro 5G (8GB+256GB) Gündoğumu Beji realme11pro(8+256),15.220 TL,,,1,165 Favori,Garanti Tipi | Realme Türkiye Garantili,Kamera Çözünürlüğü | 50 MP + 5 MP + 2 MP,Dahili Hafıza | 256 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,7 inç",Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 5G,Ön Kamera Sayısı | 1,phone_image_174.png
phone,Reeder P13 Blue Max L 2022 4GB+64 GB Beyaz Cep Telefonu (Reeder Türkiye Garantili),2.525 TL,344,4.0,332,4940 Favori,Garanti Tipi | Resmi Distribütör Garantili,Dahili Hafıza | 64 GB,RAM Kapasitesi | 4 GB,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | P13 Blue Max Lite,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,phone_image_175.png
phone,Samsung Galaxy A34 256 GB 8 GB RAM Açık Yeşil Cep Telefonu,11.387 TL,23,4.8,71,1440 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 48MP + 8MP + 5MP + 2MP,Dahili Hafıza | 256 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,6 inç",Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 4G,Cep Telefonu Modeli | Galaxy A34,phone_image_176.png
phone,General Mobile Gm 24 Pro Dual 256 Gb (8GB 8 GB GENİŞLETİLMİŞ RAM) Cep Telefonu CTGM24256DBL01,9.523 TL,15,4.3,25,664 Favori,Kamera Çözünürlüğü | 50 MP,Dahili Hafıza | 256 GB,RAM Kapasitesi | 16 GB,Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 4.5G,Garanti Tipi | Üretici Garantili,Ekran Boyutu | 6 inç ve üstü,Ön Kamera Sayısı | 1,phone_image_177.png
phone,Honor 90 512 GB 12 GB Ram Yeşil Cep Telefonu (Honor Türkiye Garantili) REA-NX9,17.566 TL,,,,,Garanti Tipi | Honor Türkiye Garantili,Dahili Hafıza | 512 GB,RAM Kapasitesi | 12 GB,Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 4G,Kamera Çözünürlüğü | 5 - 10 MP,Ekran Boyutu | 6 inç ve üstü,Ön Kamera Sayısı | 1,phone_image_178.png
phone,Apple iPhone 15 Pro Max 1 TB Mavi Titanyum,106.000 TL,,,1,,Garanti Tipi | Apple Türkiye Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 1 TB,"Ekran Boyutu | 6,7 inç",Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 5G,RAM Kapasitesi | 8 GB,Cep Telefonu Modeli | iPhone 15 Pro Max,phone_image_179.png
phone,Xiaomi 13T Pro 12GB+512GB Yeşil (Xiaomi Türkiye Garantili) TYC97W0YFN169476733453,35.699 TL,,,10,294 Favori,Garanti Tipi | Xiaomi Türkiye Garantili,Kamera Çözünürlüğü | 50 MP,Dahili Hafıza | 512 GB,RAM Kapasitesi | 12 GB,"Ekran Boyutu | 6,67 inç",Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 5G,Ön Kamera Sayısı | 1,phone_image_180.png
phone,Apple iPhone 13 128 GB Siyah Cep Telefonu (Apple Türkiye Garantili),36.840 TL,1938,4.8,1599,67875 Favori,Garanti Tipi | Apple Türkiye Garantili,Kamera Çözünürlüğü | 12 MP + 12 MP,Dahili Hafıza | 128 GB,"Ekran Boyutu | 6,1 inç",Pil Gücü (mAh) | 3095,Mobil Bağlantı Hızı | 5G,RAM Kapasitesi | 4 GB,Cep Telefonu Modeli | iPhone 13,phone_image_181.png
phone,Huawei Mate 50pro Siyah 6941487275366,34.999 TL,3,5.0,13,605 Favori,Garanti Tipi | Huawei Türkiye Garantili,Dahili Hafıza | 256 GB,RAM Kapasitesi | 8 GB,Mobil Bağlantı Hızı | 4.5G,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,Ön Kamera Sayısı | 1,phone_image_182.png
phone,Huawei Huaweı Nova 10 (GÜMÜŞ) 6941487272730,16.999 TL,22,4.8,82,1582 Favori,Garanti Tipi | Huawei Türkiye Garantili,Dahili Hafıza | 128 GB,RAM Kapasitesi | 8 GB,Mobil Bağlantı Hızı | 4.5G,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,Cep Telefonu Modeli | Huawei Nova,phone_image_183.png
phone,Xiaomi Redmi Note 12 Pro 256 GB 8 GB RAM Mavi Cep Telefonu (Xiaomi Türkiye Garantili),12.399 TL,434,4.6,499,11343 Favori,Garanti Tipi | Xiaomi Türkiye Garantili,Kamera Çözünürlüğü | 108 MP + 8 MP + 2 MP,Dahili Hafıza | 256 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,67 inç",Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Redmi Note 12 Pro,phone_image_184.png
phone,General Mobile Gm 24 Pro 256 Gb (8GB 8 GB GENİŞLETİLMİŞ RAM) Dual Sim Cep Telefonu CTGM24256DBL01,9.525 TL,23,4.3,70,1537 Favori,Kamera Çözünürlüğü | 50 MP,Dahili Hafıza | 256 GB,RAM Kapasitesi | 16 GB,Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 4.5G,Garanti Tipi | Üretici Garantili,Ekran Boyutu | 6 inç ve üstü,Ön Kamera Sayısı | 1,phone_image_185.png
phone,Alcatel 1 16 GB Siyah Cep Telefonu 5033f (Alcatel Türkiye Garantili),1.298 TL,135,4.0,108,1896 Favori,Garanti Tipi | Resmi Distribütör Garantili,Mobil Bağlantı Hızı | 4.5G,Kamera Çözünürlüğü | 5 MP ve altı,Dahili Hafıza | 16 GB,RAM Kapasitesi | 1 GB,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,Ön Kamera Sayısı | 1,phone_image_186.png
phone,Xiaomi Redmi 12 128 GB 4 GB RAM Siyah Cep Telefonu ( Xiaomi Türkiye Garantili) Redmi 12 4-128 Gb Siyah,"6.945,49 TL",19,4.2,92,2781 Favori,Garanti Tipi | Xiaomi Türkiye Garantili,Kamera Çözünürlüğü | 50 MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 4 GB,Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 4.5G,Ön Kamera Çözünürlüğü | 8 - 14 MP,Ekran Boyutu | 6 - 8 inç,phone_image_187.png
phone,Samsung Galaxy S22 128 GB 5G Pembe Cep Telefonu (Samsung Türkiye Garantili),22.124 TL,262,4.6,248,15154 Favori,Garanti Tipi | Resmi Distribütör Garantili,Kamera Çözünürlüğü | 50 MP + 12 MP + 10 MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,1 inç",Pil Gücü (mAh) | 3700,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy S22,phone_image_188.png
phone,Tecno Pova Neo2 128 GB 6 GB RAM Uranolit Grisi Cep Telefonu LG6n,5.890 TL,201,4.7,340,6517 Favori,Garanti Tipi | Resmi Distribütör Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,RAM Kapasitesi | 6 GB,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Pova Neo2,Ekran Boyutu | 6 - 8 inç,Pil Gücü (mAh) | 3000 - 7900,phone_image_189.png
phone,realme 10 4g 8gb / 256gb Beyaz SP_RLM_000028,8.657 TL,14,4.6,42,1070 Favori,Garanti Tipi | Resmi Distribütör Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 256 GB,RAM Kapasitesi | 8 GB,Pil Gücü (mAh) | 5000 ve üstü,Mobil Bağlantı Hızı | 4G,Ekran Boyutu | 6 - 8 inç,Ön Kamera Sayısı | 1,phone_image_190.png
phone,Reeder P13 Blue Max Lite 2022 2 GB+32 GB Beyaz Cep Telefonu (Reeder Türkiye Garantili),2.189 TL,593,3.9,509,12063 Favori,Garanti Tipi | Resmi Distribütör Garantili,Dahili Hafıza | 32 GB,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | P13 Blue Max Lite,Kamera Çözünürlüğü | 5 MP ve altı,RAM Kapasitesi | 2 GB,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,phone_image_191.png
phone,Samsung Galaxy A14 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),6.699 TL,130,4.5,137,6840 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,RAM Kapasitesi | 4 GB,Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy A14,Ön Kamera Çözünürlüğü | 13 MP,phone_image_192.png
phone,POCO X5 Pro 5G 256 GB 8 GB RAM Siyah Cep Telefonu (Xiaomi Türkiye Garantili) X5Pro,14.699 TL,707,4.7,610,12324 Favori,Garanti Tipi | Resmi Distribütör Garantili,Dahili Hafıza | 256 GB,RAM Kapasitesi | 8 GB,Mobil Bağlantı Hızı | 5G,Cep Telefonu Modeli | X5 Pro,Kamera Çözünürlüğü | 5 - 10 MP,Ekran Boyutu | 6 inç ve üstü,Pil Gücü (mAh) | 3000 - 4000,phone_image_193.png
phone,Trident A55 6/128GB Akıllı Telefon,5.399 TL,5,3.4,74,1454 Favori,Garanti Tipi | Resmi Distribütör Garantili,Kamera Çözünürlüğü | 48 MP + 2 MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 6 GB,"Ekran Boyutu | 6,52 inç",Pil Gücü (mAh) | 4500,Mobil Bağlantı Hızı | 4.5G,Ön Kamera Çözünürlüğü | 8 - 14 MP,phone_image_194.png
phone,Samsung Galaxy A04 128 GB 4 GB RAM Beyaz Cep Telefonu (Samsung Türkiye Garantili) PRA-7674577-484040,5.659 TL,84,4.6,180,4176 Favori,Garanti Tipi | Samsung TR Garantili,Dahili Hafıza | 128 GB,RAM Kapasitesi | 8 GB,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy A04,Kamera Çözünürlüğü | 5 MP ve altı,"Ekran Boyutu | 4 - 4,5 inç",Pil Gücü (mAh) | 1500 ve altı,phone_image_195.png
phone,Samsung Galaxy A14 128 GB Yeşil Cep Telefonu (Samsung Türkiye Garantili),7.085 TL,106,4.4,86,6182 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,RAM Kapasitesi | 4 GB,Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy A14,Ön Kamera Çözünürlüğü | 13 MP,phone_image_196.png
phone,Samsung Galaxy M14 5G 128 GB Gümüş Cep Telefonu (Samsung Türkiye Garantili),6.699 TL,55,4.6,77,6065 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,RAM Kapasitesi | 4 GB,Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 5G,Cep Telefonu Modeli | Galaxy M14,Ön Kamera Çözünürlüğü | 13 MP,phone_image_197.png
phone,Samsung Galaxy A24 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),8.595 TL,70,4.6,79,4050 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 15 - 20 MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 6 GB,Pil Gücü (mAh) | 4000 - 5000,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy A24,Ön Kamera Çözünürlüğü | 13 MP,phone_image_198.png
phone,Samsung Galaxy S22 Ultra 256 GB 5G 12 GB RAM Bordo Cep Telefonu (Samsung Türkiye Garantili),38.413 TL,60,4.8,80,3596 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 108 MP + 10 MP + 12 MP + 10 MP,Dahili Hafıza | 256 GB,RAM Kapasitesi | 12 GB,"Ekran Boyutu | 6,8 inç",Pil Gücü (mAh) | 5000,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy S22 Ultra,phone_image_199.png
phone,Samsung Galaxy S22 128 GB 5G Siyah Cep Telefonu (Samsung Türkiye Garantili),21.049 TL,471,4.7,479,14600 Favori,Garanti Tipi | Resmi Distribütör Garantili,Kamera Çözünürlüğü | 50 MP + 12 MP + 10 MP,Dahili Hafıza | 128 GB,RAM Kapasitesi | 8 GB,"Ekran Boyutu | 6,1 inç",Pil Gücü (mAh) | 3700,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy S22,phone_image_200.png
phone,Samsung Galaxy A23 128 GB 6 GB RAM Beyaz Cep Telefonu (Samsung Türkiye Garantili) Galaxy A23 6 GB+128 GB,8.099 TL,264,4.7,296,13907 Favori,Garanti Tipi | Samsung TR Garantili,Kamera Çözünürlüğü | 20 MP ve üstü,Dahili Hafıza | 128 GB,RAM Kapasitesi | 6 GB,Pil Gücü (mAh) | 5000 ve üstü,Mobil Bağlantı Hızı | 4.5G,Cep Telefonu Modeli | Galaxy A23,Ekran Boyutu | 6 inç ve üstü,phone_image_201.png
